Coin,Description,Rank,Market capitalization,Market capitalization - Currency,Social dominance %,Category
WOLF,Landwolf 0x67,722,41235004.501891054,USD,,Memes
HDX,Hydration,723,41059150.90008,USD,0.004119878154603578,
NCT,PolySwarm,724,40841832.438902,USD,0.03643517242977539,"Smart contract platforms, Cybersecurity, Web3, Made in America"
HIGH,Highstreet,725,40827550.920423195,USD,0.019311928849704268,"Gaming, Metaverse, Marketplace"
MYX,MYX Finance,726,37597528.599569,USD,,DeFi
FORT,Forta,727,40745673.56559579,USD,0.0354052028911245,"Data management and AI, Cybersecurity"
SFUND,Seedify.fund,728,40542052.78024746,USD,0.02626422323559781,Gaming
LUSD,Liquity USD,729,40200113.13442873,USD,0.0072097867705562604,"Stablecoins, Asset-backed stablecoins, DeFi"
PARTI,Particle Network,730,40204150,USD,,"Smart contract platforms, Interoperability, Payments, Layer 1"
GEMS,Gems,731,39997123.01237,USD,0.005793578654911281,
WQUIL,Wrapped QUIL,732,40064178.63276818,USD,0.013260857810130266,"Wrapped tokens, Rehypothecated assets"
METFI,MetFi,733,36857605.86928473,USD,0.013132111617798904,
UFD,Unicorn Fart Dust,734,40062000,USD,,Memes
GRND,SuperWalk,735,39926272.65293774,USD,0.01918318265737291,"NFTs and collectibles, Move to earn, Health"
OLAS,Autonolas,736,39913846.89250746,USD,0.02652171562026053,Data management and AI
TRU,TrueFi,737,40043880.07967733,USD,0.008368502501538517,"Lending and borrowing, DeFi, Real-world assets"
TCAPY,TonCapy,738,39749011.2,USD,,Memes
RBNT,Redbelly Network,739,39841133.42836286,USD,,Real-world assets
HFT,Hashflow,740,39608103.70691859,USD,0.06282814185770456,"Decentralized exchange, Gaming, NFTs and collectibles, Interoperability, DeFi, Exchange tokens"
SEDA,SEDA Protocol,741,39458939.682156764,USD,,
ANI,Ani Grok Companion,742,39251478.70439352,USD,,Memes
MIN,Minswap,743,39386432.592400745,USD,0.030512847582532747,"Decentralized exchange, DeFi, Web3, Exchange tokens"
MNDE,Marinade,744,39171580.931329004,USD,0.05986697943408324,"NFTs and collectibles, DAO"
SD,Stader,745,39490178.59537462,USD,0.0589657560877637,Derivatives
NAKA,Nakamoto Games,746,38936888.48379673,USD,0.00862599488620124,"Gaming, NFTs and collectibles, Metaverse"
SIREN,siren,747,39287517.89843686,USD,,"Memes, Data management and AI"
FUEL,Fuel Network,748,39049635.377606235,USD,,Scaling
BONE,Bone ShibaSwap,749,38785770.01657366,USD,0.1331235628706281,"Memes, Decentralized exchange, NFTs and collectibles, DeFi"
ASR,AS Roma Fan Token,750,39014999.76,USD,0.09926331428747993,"Sports, Fan tokens"
XION,XION,751,38564501.902395464,USD,0.25839360800904315,"Layer 1, Made in America"
NYM,NYM,752,38285491.59964223,USD,0.005793578654911281,"Privacy, Smart contract platforms, Distributed computing and storage, Interoperability, Payments, Web3, DePIN"
DOLO,Dolomite,753,38440604.8024608,USD,,"Lending and borrowing, DeFi"
OGN,Origin Protocol,754,38414416.530485,USD,0.0812388473610893,"NFTs and collectibles, DeFi, Made in America"
FWOG,FWOG (SOL),755,38431251.205248006,USD,0.141620811564498,Memes
TST,Test,756,38291798.25661337,USD,,Memes
MAMO,Mamo,757,38259526.32306,USD,,
MBX,MARBLEX,758,38249724.0107282,USD,0.0056648324625799195,Gaming
ICE,Ice Open Network,759,38048670.3503519,USD,0.27474437443512606,
THE,Thena,760,38084273.92019256,USD,0.048537314508923395,"Cryptocurrencies, Smart contract platforms, Decentralized exchange, DeFi, Analytics, Web3, Exchange tokens"
LUMIA,Lumia,761,37517585.292175345,USD,0.04518991350830799,"Privacy, Interoperability, DeFi, DAO, Made in America, Real-world assets"
AVA,AVA (Travala),762,37141202.95053,USD,0.011715903502153924,"Payments, Marketplace, Tourism, Hospitality"
FAIR3,Fair and Free,763,37083509.818551004,USD,,Memes
ALICE,MyNeighborAlice,764,37242000,USD,0.02626422323559781,"Gaming, NFTs and collectibles, Metaverse"
MOB,MobileCoin,765,37201932.80977,USD,0.016093274041420226,"Privacy, Payments"
DESO,Decentralized Social,766,36854832.2352,USD,0.0018024466926390651,"Smart contract platforms, Social media and content"
A8,Ancient8,767,36909843.4477701,USD,0.004119878154603578,
X,X empire,768,36751470,USD,0.0042486243469349394,"Gaming, Tap to earn"
META,Metadium,769,36537534.47032,USD,0.0003862385769940854,Identity
HASHAI,HashAI,770,36724809.4628646,USD,0.06501682712733771,"Data management and AI, DePIN"
KNG,Kanga Exchange Token,771,36579900,USD,,
ACT,Act I : The AI Prophecy,772,36680003.521222405,USD,0.08484374074636743,"Memes, Data management and AI"
SERAPH,Seraph,773,36469048.4046,USD,,"Gaming, NFTs and collectibles"
MUBARAK,Mubarak,774,36707000,USD,,Memes
ORAI,Oraichain,775,36505626.96,USD,0.10145199955711309,"Oracles, Data management and AI, DeFi, Analytics, Real-world assets"
ACE,Fusionist,776,35580566.67599,USD,0.1358272329095867,"Gaming, Social media and content"
CUSD,Celo Dollar,777,35561276.4524844,USD,0.0016737005003077032,"Stablecoins, Algorithmic stablecoins, DeFi"
GEAR,Gearbox Protocol,778,35092000,USD,0.025362999889278273,
TT,ThunderCore,779,35585568.1299456,USD,0.005278593885585834,Smart contract platforms
FORTH,Ampleforth Governance Token,780,35351123.5674592,USD,0.012617126848473456,"Cryptocurrencies, DAO"
HB,HBC,781,35240000,USD,,
PUFFER,Puffer,782,34945251.74405,USD,0.023431807004307848,Made in America
NAVX,NAVI Protocol,783,35069197.9268464,USD,0.02162936031166878,"Lending and borrowing, DeFi"
SERV,OpenServ,784,34784028.332262,USD,,Data management and AI
GPU,Node AI,785,34772444.3026116,USD,0.005278593885585834,"Distributed computing and storage, Data management and AI, Social media and content, DePIN, Made in America"
GRIFFAIN,GRIFFAIN,786,34710873.080800004,USD,,Data management and AI
MET,MetYa,787,34759135.08861302,USD,,"Data management and AI, Social media and content"
SOON,SOON,788,34593099.52131119,USD,,Interoperability
VIC,Viction,789,34432499.524900004,USD,0.10660184725036757,
PPT,Pop Social,790,34831170.136640005,USD,,
AMPL,Ampleforth,791,34588188.020880006,USD,0.024590522735290103,"Stablecoins, Algorithmic stablecoins, DeFi"
BINK,Big Dog Fink,792,34355831.549766876,USD,0.005278593885585834,
SYS,Syscoin,793,34239613.428035274,USD,0.02986911662087594,"Privacy, Smart contract platforms, Scaling, Enterprise solutions, Layer 1"
ASP,Aspecta,794,34647200,USD,,DeFi
ICNT,Impossible Cloud Network Token,795,35864994.96414,USD,,"Distributed computing and storage, Enterprise solutions, DePIN"
WXT,Wirex Token,796,34002000,USD,0.02510550750461555,"Asset management, Payments, Exchange tokens"
KEYCAT,Keyboard Cat,797,34015000,USD,,Memes
MYRIA,Myria,798,33829087.7763132,USD,0.02845290850523096,"Privacy, Gaming, NFTs and collectibles"
SLERF,SLERF,799,34021846.90099999,USD,0.01364709638712435,Memes
MC,Merit Circle,800,33949532.4604,USD,0.0029611624236213214,"Gaming, NFTs and collectibles, Metaverse, DAO"
RSS3,RSS3,801,33578232.3841667,USD,0.008368502501538517,"Data management and AI, Social media and content, Web3"
AIOT,OKZOO,802,33240188.56478,USD,,"Internet of things, Data management and AI"
MOBILE,Helium Mobile,803,33131808.000000004,USD,0.022273091273325593,"Distributed computing and storage, DePIN"
FLOCK,Flock.io,804,33145500.28685957,USD,,Data management and AI
IGT,Infinitar,805,32980613.068793587,USD,,
PRCL,Parcl,806,33052020.348776,USD,0.0458336444699648,"Real estate, Made in America, Real-world assets"
SVL,Slash Vision Labs,807,32808579.868816633,USD,0.015063304502769331,
LBT,Law Blocks (AI),808,32942429.466479998,USD,0.002059939077301789,
DOGINME,doginme,809,32675002.22950783,USD,0.025362999889278273,Memes
CROWN,Crown by Third Time Games,810,32276984.090256505,USD,0.02523425369694691,
GPRO,GoldPro Token,811,32503404.00541,USD,,"Asset-backed tokens, Cryptocurrencies, Real-world assets"
APEX,ApeX Protocol,812,32615015.567039996,USD,0.013132111617798904,"Decentralized exchange, DeFi, Exchange tokens"
HEI,Heima,813,31778764.6847,USD,,DeFi
ARPA,ARPA,814,32318567.77451042,USD,0.014162081156449798,"Privacy, Distributed computing and storage"
LYX,LUKSO,815,31152731.903118,USD,0.08703242601600057,"Smart contract platforms, Gaming, Identity, NFTs and collectibles, Social media and content, Metaverse"
XT,XT Smart Chain,816,32116163.062899996,USD,,
CBXRP,Coinbase Wrapped XRP,817,32040945.89738315,USD,,Rehypothecated assets
MMUI,MetaMUI,818,31910419.882963996,USD,,
ACA,Acala Token,819,31645833.1525,USD,0.022659329850319678,DeFi
RAD,Radworks,820,31828568.09600699,USD,0.017380735964733843,"Data management and AI, Web3, DAO"
HUNT,Hunt Town,821,31544442.853560004,USD,0.037078903391432196,Social media and content
STG,Stargate Finance,822,31480376.59303172,USD,0.02626422323559781,Interoperability
ASM,Assemble AI,823,31164000,USD,0.03682141100676948,"Data management and AI, Payments, Loyalty and rewards, Marketplace"
NOBODY,Nobody Sausage,824,31963296.297151998,USD,,Memes
A2Z,Arena-Z,825,31291993.370302264,USD,,
EURA,Angle Protocol,826,31295329.3467,USD,0.0028324162312899598,Stablecoins
HAEDAL,Haedal Protocol,827,31284750,USD,,"Derivatives, DeFi"
ARRR,Pirate Chain,828,30670178.760776673,USD,0.014419573541112521,"Privacy, Cryptocurrencies"
LOCUS,Locus Chain,829,30718567.804036103,USD,0.0029611624236213214,"Scaling, Payments"
L3,Layer3,830,30671573.50544956,USD,0.0024461776542958743,
PHB,Phoenix,831,30603072.275695868,USD,0.03283027904449726,"Smart contract platforms, Oracles, Data management and AI, Enterprise solutions, Web3, DePIN"
B3TR,VeBetterDAO,832,30301835.38573,USD,,
MAV,Maverick Protocol,833,30523903.485991523,USD,0.05046850739389382,"Privacy, Scaling, DeFi"
OHO,OHO,834,30326150.141812198,USD,0.006952294385893537,
PUNDIAI,Pundi AI,835,32289280.661199998,USD,,"Data management and AI, Layer 1"
NFP,NFPrompt,836,30401226.84700984,USD,0.023946791773633295,"Data management and AI, Payments, Social media and content, Web3"
ELX,Elixir,837,30194691.35712,USD,,
DODO,DODO,838,30222643.977560103,USD,0.02716544658191734,"Decentralized exchange, DeFi, Exchange tokens"
XPLA,Xpla,839,30176472.69122712,USD,0.008239756309207156,"Developments tools, Gaming, Web3"
MIGGLES,Mr Miggles,840,30280690.237238996,USD,0.025491746081609635,Memes
USDA,USDA,841,29988690.76052,USD,,Stablecoins
THAPT,Thala APT,842,30018230.3872,USD,,Rehypothecated assets
FCT2,FirmaChain,843,29933513.78522002,USD,0.007467279155218985,Data management and AI
SPON,Spheron Network,844,29847000,USD,,"Web3, DAO"
DF,dForce,845,29779800.49886073,USD,0.03334526381382271,"Lending and borrowing, DeFi"
MIU,Miu,846,29611800,USD,,Memes
BMT,Bubblemaps,847,29489525.568996,USD,,"Data management and AI, Analytics, Web3"
LMWR,LimeWire,848,29549386.194847226,USD,0.1270724918310541,"Data management and AI, Social media and content, Web3"
ALPH,Alephium,849,29407382.275424674,USD,0.07274159866721942,"Smart contract platforms, Developments tools, NFTs and collectibles, Scaling, Payments, DeFi, Analytics, Web3, DAO"
ANON,Hey Anon,850,29310802.831177752,USD,,Data management and AI
ULX,ULTRON,851,29668909.973698802,USD,0.0015449543079763416,"NFTs and collectibles, DeFi, Layer 1"
LOFI,LOFI,852,29416000,USD,,Memes
PNG,Pangolin,853,29294311.96503,USD,0.010428441578840306,"Decentralized exchange, DeFi, Exchange tokens"
MCADE,Metacade,854,29229662.617125,USD,0.09321224324790595,"Gaming, Data management and AI"
AQUA,Aquarius,855,28986188.089336168,USD,,
AQT,Alpha Quark Token,856,29063283.1242,USD,0.002059939077301789,"NFTs and collectibles, Marketplace"
SANTOS,Santos FC Fan Token,857,29081568.152382035,USD,0.03128532473652092,Fan tokens
ELA,Elastos,858,29121148.4065,USD,0.17792723780194203,"Smart contract platforms, Web3, DePIN"
DEXT,DEXTools,859,28783594.747804977,USD,0.011715903502153924,"Social media and content, Analytics"
MOC,Moss Coin,860,28714720.345071997,USD,0.011072172540497114,"NFTs and collectibles, Metaverse"
GUN,Gunz,861,29240954.157275,USD,,"Gaming, Layer 1"
ORDER,Orderly Network,862,28298791.4575136,USD,0.004506116731597664,
DUSK,Dusk,863,28622300.959711038,USD,0.03566269527578722,"Privacy, Smart contract platforms, Enterprise solutions, Layer 1, Real-world assets"
BERT,Bertram The Pomeranian,864,28430164.531904,USD,0.20444895342220257,"Memes, Made in America"
MNTX,Minutes Network Token,865,28791423.492395997,USD,,
ADS,Alkimi,866,28175869.9981602,USD,0.044674928738982544,"Marketing, DePIN, Real-world assets"
OBT,Orbiter Finance,867,28183760,USD,,
ESPORTS,Yooldo,868,28324708,USD,,"Gaming, Web3"
TLM,Alien Worlds,869,27950286.35654927,USD,0.011844649694485286,"Gaming, NFTs and collectibles, Metaverse, DAO"
BOB,Build On BNB,870,27851360.76,USD,,Memes
INV,Inverse Finance,871,27728636.45831222,USD,0.008497248693869879,"Lending and borrowing, DeFi, DAO"
DNT,district0x,872,27700000,USD,0.004119878154603578,"Payments, Social media and content, Web3"
TGC,TG Casino,873,27633527.86770191,USD,,"Social media and content, Gambling"
EUSD,Electronic USD,874,27487562.37514,USD,0.002059939077301789,
CATI,Catizen,875,27181311.28,USD,0.002574923846627236,"Gaming, Tap to earn"
MAPO,MAP Protocol,876,27325401.742765777,USD,0.009140979655526687,Interoperability
CXT,Covalent X Token,877,27302149.668,USD,0.015063304502769331,
CLV,CLV,878,27051066.249042,USD,0.006694802001230813,Interoperability
PROMPT,Wayfinder,879,26924011.555999998,USD,,Data management and AI
ZEREBRO,Zerebro,880,27158801.394747213,USD,0.015320796887432054,"Memes, Data management and AI"
GRS,Groestlcoin,881,26850535.014158238,USD,0.001287461923313618,Cryptocurrencies
PALM,PaLM AI,882,26607441.681335956,USD,0.009913456809514859,"Data management and AI, Social media and content"
ES,Eclipse,883,26844000,USD,,DeFi
MOBY,Moby,884,26861224.70304636,USD,,Memes
PORK,PepeFork,885,26663139.493316077,USD,0.19196057276606046,Memes
RDNT,Radiant Capital,886,26760549.504639998,USD,0.016093274041420226,"Lending and borrowing, DeFi"
XAH,Xahau,887,26559878.731329117,USD,,
IDEX,IDEX,888,26442486.09197479,USD,0.08844863413164555,"Decentralized exchange, DeFi, Exchange tokens"
MARS,MetaMars,889,26041600,USD,0.0005149847693254472,"Gaming, Metaverse"
ATA,Automata Network,890,26390686.48472483,USD,0.02278807604265104,"Identity, Scaling, Web3"
GOR,Gorbagana,891,26235545.14069608,USD,,Memes
HOSICO,Hosico,892,26451955.56037548,USD,,Memes
AUKI,Auki Labs,893,25746180.37308064,USD,0.046992360200947055,DePIN
GTC,Gitcoin,894,26199296.684812665,USD,0.007338532962887623,"Web3, DAO"
PORTAL,Portal,895,26327777.37749915,USD,0.23290186192743348,"Gaming, Interoperability, DeFi"
AHT,AhaToken,896,25980618.450817317,USD,0.0046348629239290244,"Social media and content, Web3"
COLLAT,Collaterize,897,26149079.281512,USD,,Layer 1
DUCK,DuckChain,898,25913862.702369,USD,,
MBOX,MOBOX,899,26036280.860213,USD,0.0075960253475503454,"Gaming, NFTs and collectibles, DeFi, Metaverse"
DOOD,Doodles,900,25849200,USD,,"NFTs and collectibles, Social media and content"
TKO,Toko Token,901,25807775.63765915,USD,0.015964527849088864,"Smart contract platforms, Centralized exchange, Exchange tokens"
SPA,Sperax,902,25530841.507455003,USD,0.06141193374205958,"Stablecoins, Algorithmic stablecoins"
ZND,ZND Token,903,25672688.437519997,USD,,
WEN,Wen,904,25635285.04446668,USD,0.08246,"Memes, NFTs and collectibles, Web3, Made in America"
OMG,OMG Network,905,25305879.659351755,USD,0.0562620860488051,"Cryptocurrencies, Scaling, Payments"
AGRS,Agoras: Tau Net,906,25921544.897309437,USD,0.02433303035062738,Data management and AI
AVA,AVA,907,25391849.425440002,USD,,Memes
PIKA,Pikaboss,908,25360875.96,USD,0.030384101390201382,Memes
AAST,AASToken,909,25351500,USD,,
ROAM,Roam,910,25174140.569273714,USD,,DePIN
NUB,nubcat,911,25062906.674645998,USD,0.09321224324790595,Memes
GNUS,GENIUS AI,912,25059602.9808,USD,,"Data management and AI, DePIN"
GME,GameStop,913,24893368.923189625,USD,,Memes
OG,OG Fan Token,914,24743490,USD,0.0016737005003077032,"Sports, Fan tokens"
RETARDIO,RETARDIO,915,24781074.459735002,USD,0.020985629350011973,Memes
GAME,GAME by Virtuals,916,24836000,USD,,Data management and AI
SRX,StorX Network,917,24727200,USD,0.009527218232520772,"Distributed computing and storage, DePIN"
VOW,Vow,918,24941393.971076,USD,,
SEND,Suilend,919,24756114.43333,USD,,"Lending and borrowing, DeFi"
POLIS,Star Atlas DAO,920,24475706.164993174,USD,0.006308563424236728,"Gaming, Metaverse, DAO"
HOOK,Hooked Protocol,921,24645384.433069035,USD,0.043516213008000286,"Gaming, Data management and AI, Metaverse, Education"
MNSRY,Mansory,922,24742476.357303,USD,,"Transport, Manufacturing, Real-world assets"
NST,Ninja Squad Token,923,24561600,USD,,NFTs and collectibles
SHARP,Sharp,924,24323545.5916455,USD,,
BOUNTY,Chainbounty,925,24360019.334799003,USD,0.0036048933852781302,Data management and AI
XEM,NEM,926,23746499.9973615,USD,0.05407340077917196,"Cryptocurrencies, Smart contract platforms, Enterprise solutions"
NOS,Nosana,927,24105098.19645,USD,0.020213152196023803,"Distributed computing and storage, Data management and AI, DePIN"
DAO,DAO Maker,928,24102616.808749426,USD,0.02574923846627236,DeFi
SYN,Synapse,929,23723160.93646189,USD,0.08149633974575202,Interoperability
QUAI,Quai Network,930,23805834,USD,,"Cryptocurrencies, Smart contract platforms, Layer 1, Made in America"
BAKE,BakeryToken,931,23757993.329636786,USD,0.06501682712733771,"Decentralized exchange, NFTs and collectibles, DeFi, Marketplace"
DOG,Own The Doge,932,23640654.54448359,USD,,"Memes, NFTs and collectibles"
FB,Fractal Bitcoin,933,23617981.909816846,USD,0.005149847693254472,
DEGO,Dego Finance,934,23514778.4273279,USD,0.03656391862210675,"NFTs and collectibles, DeFi, DAO"
FMC,Fimarkcoin,935,23212829.0500535,USD,,"Centralized exchange, Exchange tokens"
DADDY,Daddy Tate,936,23602981.398963243,USD,0.10557187771171668,Memes
LADYS,Milady Meme Coin,937,23402042.062336788,USD,0.037851380545420366,Memes
JELLYJELLY,Jelly-My-Jelly,938,23447978.873352,USD,,Memes
USDUC,Unstable Coin,939,25211934.18868664,USD,,"Memes, Cryptocurrencies"
BANK,Lorenzo Protocol,940,23356005.75,USD,,"Asset management, Derivatives, DeFi"
RACA,RACA,941,23241068.30986203,USD,0.014290827348781161,"Gaming, NFTs and collectibles, Metaverse, Marketplace"
WAN,Wanchain,942,23157897.951269623,USD,0.013904588771787074,"Interoperability, Layer 1"
EL,ELYSIA,943,23205588.1594897,USD,0.0001287461923313618,"Asset-backed tokens, Real-world assets"
WOJAK,Wojak,944,23088870.443597794,USD,0.2733281663194811,Memes
AVL,Avalon Labs (AVL),945,22989847.67562,USD,,
HEGIC,Hegic,946,23044255.776767313,USD,0.001287461923313618,"Decentralized exchange, Derivatives, DeFi, Exchange tokens"
MIH,MINE COIN,947,23038703.26373,USD,,
CATE,CateCoin,948,22749444.454772275,USD,0.060639456588071405,"Memes, Gaming, NFTs and collectibles, Payments, DeFi, Web3"
IXS,IXS,949,22969800,USD,0.03643517242977539,Real-world assets
BLUE,Bluefin,950,22863853.931644,USD,0.04016881200738488,"Decentralized exchange, Derivatives, DeFi, Exchange tokens"
GST,Green Satoshi Token (SOL),951,22741560.14695219,USD,0.024204284158296018,"Gaming, Move to earn"
ETHDYDX,dYdX (ethDYDX),952,22851349.216687948,USD,0.0016737005003077032,"Privacy, Decentralized exchange, Derivatives, DeFi, Exchange tokens"
HOPR,HOPR,953,22776422.582066998,USD,0.020599390773017888,"Privacy, DAO"
MCDULL,McDull,954,22876711.111106403,USD,0.001287461923313618,
BTY,Bityuan,955,22740480,USD,0.0005149847693254472,
FARTBOY,Fartboy,956,22708286.623497,USD,,Memes
KOKOK,KoKoK The Roach,957,23917573.640124876,USD,,Memes
MLN,Enzyme,958,22525347.780277938,USD,0.09797585236416632,"Asset management, DeFi"
MANYU,Manyu,959,22493000,USD,,Memes
DIMO,DIMO,960,22410318.573603544,USD,0.01866819788804746,"Distributed computing and storage, Internet of things, Data management and AI, DePIN"
SWELL,Swell Network,961,21956527.911419325,USD,0.03566269527578722,Derivatives
NS,Sui Name Service,962,22269064.579383124,USD,0.018281959311053374,
GHST,Aavegotchi,963,22006382.666509375,USD,0.02356055319663921,"Gaming, NFTs and collectibles, DAO"
CTA,Cross The Ages,964,22603000,USD,0.01866819788804746,Gaming
NEON,Neon EVM,965,22035138.863486,USD,0.0011587157309822561,Interoperability
ALCX,Alchemix,966,21839966.749323674,USD,0.03308777142915998,"Lending and borrowing, DeFi"
UNA,Unagi Token,967,22108214.469084002,USD,,"Gaming, Web3"
KEKIUS,Kekius Maximus,968,21773000,USD,,Memes
PNK,Kleros,969,21841202.947103415,USD,0.003089908615952683,"Oracles, Prediction markets, Payments"
FOX,Shapeshift FOX Token,970,21795470.054552,USD,0.023174314619645125,"Decentralized exchange, DeFi, Exchange tokens"
UOS,Ultra,971,21543521.78816679,USD,0.009140979655526687,"Gaming, NFTs and collectibles, Metaverse"
XP,Xphere,972,21550206.631640147,USD,,Payments
LAT,PlatON,973,21119605.6669137,USD,0.0458336444699648,"Distributed computing and storage, Data management and AI"
OSHI,Oshi Token,974,21650224.92216507,USD,,
AMO,AMO Coin,975,21326140,USD,0.0027036700389585977,Data management and AI
D,DAR Open Network,976,21081185.199217,USD,0.008368502501538517,"Gaming, NFTs and collectibles, Metaverse"
NKN,NKN,977,21094045.622758944,USD,0.01725198977240248,"Distributed computing and storage, Internet of things, Web3, DePIN"
BBA,BBAChain,978,21019965.3117679,USD,,
STARTUP,Startup,979,21254499.399013195,USD,,Memes
KLV,Klever Coin,980,20607850.93364251,USD,0.01995565981136108,Payments
MLC,My Lovely Planet,981,20690832.56836641,USD,0.03604893385278131,Gaming
DOVU,DOVU,982,20568247.7358798,USD,,
BADGER,Badger DAO,983,20343477.390932616,USD,0.0037336395776094923,"Decentralized exchange, DeFi, DAO"
ARENA,The Arena,984,20277807.12298773,USD,,Social media and content
KARRAT,KARRAT,985,20723825.100964,USD,0.06450184235801226,Gaming
REDX,REDX,986,20195208.2981831,USD,,
BEL,Bella Protocol,987,20329600,USD,0.017509482157065204,DeFi
SNTR,Sentre Protocol,988,20229858.56394535,USD,,
ATLAS,Star Atlas,989,20211705.36049809,USD,0.013260857810130266,"Gaming, NFTs and collectibles, Metaverse"
STONKS,STONKS,990,20118000,USD,,Memes
LOOKS,LooksRare,991,19582857.724032,USD,0.04287248204634348,"NFTs and collectibles, Marketplace"
MORE,Moonveil,992,19685234.11975,USD,,"Gaming, Web3"
ZON,Zon Token,993,19976500,USD,,
MDT,Measurable Data Token,994,19939870.298625,USD,0.0805951163994325,"Data management and AI, Marketplace"
REACT,Reactive Network,995,19656013.868688,USD,,
SWARMS,Swarms,996,19630702.197729997,USD,,Data management and AI
KORI,Kori The Pom,997,19801000,USD,,Memes
NIGELLA,Nigella coin,998,20045605.07099,USD,,
PROPC,Propchain,999,19485208.112703316,USD,0.062184410896047745,"Real estate, Real-world assets"
IXT,Planet IX(formerly IX token),1000,19318783.84338,USD,,
BRISE,Bitgert,1001,19376147.919999998,USD,0.0458336444699648,Smart contract platforms
STO,StakeStone,1002,19024667.971857,USD,,DeFi
OGY,ORIGYN,1003,19247496.455275,USD,0.03952508104572808,"Web3, DePIN, Real-world assets"
EVER,Everscale,1004,19089021.3082962,USD,0.00643730961656809,"Smart contract platforms, Layer 1"
LIT,Litentry,1005,18843477.9848,USD,0.01364709638712435,"Data management and AI, Identity, DeFi, Web3"
RARI,RARI,1006,19090035.23501829,USD,0.22273091273325593,"NFTs and collectibles, Marketplace, DAO"
SNAKES,Blue Snakes,1007,18561000,USD,,Memes
UTK,xMoney,1008,19027926.60648,USD,0.07184037532089987,Payments
PORT3,Port3 Network,1009,19017187.408212002,USD,0.01081468015583439,
LUNA,Luna by Virtuals,1010,18972000,USD,,"Memes, Data management and AI"
TAC,TAC Protocol,1011,19071229.888032,USD,,"Smart contract platforms, Gaming, DeFi, Web3"
ALEPH,Aleph Cloud,1012,18963047.082917918,USD,0.05175596931720745,"Distributed computing and storage, Data management and AI, Identity, DePIN"
VERSE,Verse World,1013,18830998.30521,USD,,"Gaming, Metaverse"
MNGO,Mango,1014,18795794.761664186,USD,0.0009012233463195326,"Decentralized exchange, Derivatives, DeFi, DAO, Exchange tokens"
FARM,Harvest Finance,1015,18714259.451300636,USD,0.08420000978471062,"Decentralized exchange, DeFi, DAO"
A47,AGENDA 47,1016,18570821.625545003,USD,,Memes
POLS,Polkastarter,1017,18498627.971532404,USD,0.015192050695100691,DeFi
KIBSHI,KiboShib,1018,18741000,USD,0.01287461923313618,"Memes, Data management and AI"
ARC,AI Rig Complex,1019,18733968.508146,USD,,Data management and AI
LIF3,LIF3,1020,18439486.297164608,USD,,
OL,Open Loot,1021,18354267.708375577,USD,0.04827982212426068,"Gaming, NFTs and collectibles"
BOOE,Book of Ethereum,1022,18402301.93179,USD,0.03141407092885228,Memes
WRX,WazirX,1023,18334094.01175496,USD,0.004892355308591749,"Centralized exchange, Exchange tokens"
MAVIA,Heroes of Mavia,1024,18146274.14712,USD,0.036306426237444026,"Gaming, NFTs and collectibles"
USC,Orby Network (USC),1025,18140035.709011197,USD,,
ADX,AdEx,1026,18148809,USD,0.020599390773017888,"Data management and AI, Marketing, Web3"
CULT,Cult DAO,1027,18036148.0995412,USD,0.12913243090835588,"Privacy, DeFi, DAO"
TDROP,ThetaDrop,1028,18081714.454272002,USD,,NFTs and collectibles
ZCX,Unizen,1029,17974333.043714482,USD,0.0441599439696571,
HIPPO,sudeng,1030,17981000,USD,0.0016737005003077032,Memes
AMR,Advanced Mortgage & Reserve,1031,17863384.3336,USD,,
GEL,Gelato,1032,17739389.671579663,USD,0.005278593885585834,"Smart contract platforms, Developments tools, DeFi"
CESS,CESS Network,1033,17276410,USD,,"Distributed computing and storage, Web3, Layer 1, DePIN"
NACHO,Nacho the Kat,1034,17703308,USD,,Memes
AIDOGE,ArbDoge AI,1035,17588643.528907154,USD,0.023946791773633295,Memes
B2,BSquared Network,1036,17717036.5512,USD,,
VARA,Vara Network,1037,17688055.389125098,USD,0.013132111617798904,Layer 1
RATS,rats (Ordinals),1038,17459000,USD,0.12179389794546827,Memes
RHEA,RHEA Finance,1039,16277000,USD,,"Decentralized exchange, DeFi, Web3, Exchange tokens"
SWEAT,SWEAT,1040,17457664.411469694,USD,0.022273091273325593,"NFTs and collectibles, Move to earn, Web3"
ICECREAM,IceCream AI,1041,17381000,USD,,
VR,Victoria VR,1042,17319286.760355983,USD,0.009012233463195327,"Gaming, Data management and AI, NFTs and collectibles, Metaverse"
DATA,Streamr,1043,17297281.855224,USD,0.011973395886816647,"Distributed computing and storage, Internet of things, Data management and AI, Web3, DePIN"
AIN,Infinity Ground,1044,17357236.3,USD,,"Data management and AI, Web3"
AIH,AIHub,1045,17159000,USD,,
BENJI,Basenji,1046,17121000,USD,0.0015449543079763416,Memes
MYRO,Myro,1047,17083479.624795,USD,0.10956300967398888,Memes
SHDW,Shadow Token,1048,16939377.364813723,USD,,"Distributed computing and storage, DePIN, Made in America"
WALLET,Ambire Wallet,1049,17087826.008089542,USD,0.020470644580686526,"Payments, Web3, DAO"
HFUN,Hypurr Fun,1050,16994727.37983,USD,0.005793578654911281,Memes
CUDIS,CUDIS,1051,16927515,USD,,"Health, Sports"
PIPPIN,pippin,1052,16878936.754387002,USD,,Memes
