id,symbol,name,market_cap,categories
peanut-the-squirrel,pnut,Peanut the Squirrel,236685743.0,['Unknown']
popcat,popcat,Popcat,235251032.0,['Unknown']
arkham,arkm,Arkham,233620169.0,['Unknown']
turbo,turbo,Turbo,228978033.0,['Unknown']
mocaverse,moca,Moca Network,227018358.0,['Unknown']
chia,xch,Chia,226087032.0,['Unknown']
usda-2,usda,USDa,222525386.0,['Unknown']
staked-frax-ether,sfrxeth,Staked Frax Ether,221103342.0,['Unknown']
celo,celo,Celo,220971764.0,['Unknown']
gas,gas,Gas,220676463.0,['Unknown']
stp-network,stpt,STP,220376284.0,['Unknown']
mask-network,mask,Mask Network,220055162.0,['Unknown']
cat-in-a-dogs-world,mew,cat in a dogs world,213288439.0,['Unknown']
zetachain,zeta,ZetaChain,213140883.0,['Unknown']
ether-fi,ethfi,Ether.fi,213103560.0,['Unknown']
ai-companions,aic,AI Companions,212210023.0,['Unknown']
osmosis,osmo,Osmosis,211945211.0,['Unknown']
gho,gho,GHO,208471962.0,['Unknown']
swissborg,borg,SwissBorg,207909396.0,['Unknown']
zencash,zen,Horizen,207617882.0,['Unknown']
siacoin,sc,Siacoin,206423407.0,['Unknown']
ankr,ankr,Ankr Network,206212899.0,['Unknown']
benqi-liquid-staked-avax,savax,BENQI Liquid Staked AVAX,204556150.0,['Unknown']
bio-protocol,bio,Bio Protocol,203897213.0,['Unknown']
toshi,toshi,Toshi,203448627.0,['Unknown']
decred,dcr,Decred,202453290.0,['Unknown']
woo-network,woo,WOO,202151742.0,['Unknown']
lcx,lcx,LCX,201129199.0,['Unknown']
ai-rig-complex,arc,AI Rig Complex,200405875.0,['Unknown']
usdd,usdd,USDD,200376640.0,['Unknown']
enjincoin,enj,Enjin Coin,199523497.0,['Unknown']
drift-protocol,drift,Drift Protocol,198657622.0,['Unknown']
threshold-network-token,t,Threshold Network,198019365.0,['Unknown']
ravencoin,rvn,Ravencoin,197866704.0,['Unknown']
uxlink,uxlink,UXLINK,197261708.0,['Unknown']
origintrail,trac,OriginTrail,195902752.0,['Unknown']
bridged-wrapped-ether-starkgate,eth,Bridged Ether (StarkGate),195195331.0,['Unknown']
aelf,elf,aelf,195080424.0,['Unknown']
act-i-the-ai-prophecy,act,Act I The AI Prophecy,192492964.0,['Unknown']
von,von,VON,192208600.0,['Unknown']
dog-go-to-the-moon-rune,dog,Dog (Bitcoin),190015674.0,['Unknown']
apf-coin,apfc,APF coin,187683488.0,['Unknown']
convex-finance,cvx,Convex Finance,187023466.0,['Unknown']
polymesh,polyx,Polymesh,186724177.0,['Unknown']
resolv-wstusr,wstusr,Resolv wstUSR,186339433.0,['Unknown']
yearn-finance,yfi,yearn.finance,185583046.0,['Unknown']
abtc,abtc,aBTC,185560611.0,['Unknown']
gigachad-2,giga,Gigachad,185499403.0,['Unknown']
treehouse-eth,teth,Treehouse ETH,185260245.0,['Unknown']
skale,skl,SKALE,184333349.0,['Unknown']
ethereum-pow-iou,ethw,EthereumPoW,183996913.0,['Unknown']
solayer,layer,Solayer,183375305.0,['Unknown']
ipmb,gpro,GoldPro,182142067.0,['Unknown']
metaplex,mplx,Metaplex,182126167.0,['Unknown']
xyo-network,xyo,XYO Network,181166953.0,['Unknown']
elixir-staked-deusd,sdeusd,Elixir Staked deUSD,179721274.0,['Unknown']
constellation-labs,dag,Constellation,179538528.0,['Unknown']
nem,xem,NEM,176741893.0,['Unknown']
iotex,iotx,IoTeX,176610107.0,['Unknown']
gmx,gmx,GMX,176356490.0,['Unknown']
rollbit-coin,rlb,Rollbit Coin,176249368.0,['Unknown']
gmt-token,gomining,GoMining Token,175616468.0,['Unknown']
harmony,one,Harmony,175528323.0,['Unknown']
magic-eden,me,Magic Eden,175006933.0,['Unknown']
cheems-token,cheems,Cheems Token,171740888.0,['Unknown']
aixbt,aixbt,aixbt by Virtuals,171130882.0,['Unknown']
sun-token,sun,Sun Token,170115356.0,['Unknown']
io,io,io.net,169873859.0,['Unknown']
rcge,$rcge,RCGE,168805259.0,['Unknown']
hivemapper,honey,Hivemapper,167488616.0,['Unknown']
wrapped-beacon-eth,wbeth,Wrapped Beacon ETH,166895938.0,['Unknown']
wrapped-ether-mantle-bridge,weth,Wrapped Ether (Mantle Bridge),166584883.0,['Unknown']
casper-network,cspr,Casper Network,161745591.0,['Unknown']
freysa-ai,fai,Freysa AI,160952348.0,['Unknown']
wrapped-avax,wavax,Wrapped AVAX,160937232.0,['Unknown']
stepn,gmt,GMT,157990893.0,['Unknown']
amnis-aptos,amapt,Amnis Aptos,156867317.0,['Unknown']
mimblewimblecoin,mwc,MimbleWimbleCoin,155990389.0,['Unknown']
project-galaxy,gal,Galxe,155769564.0,['Unknown']
binance-peg-sol,sol,Binance-Peg SOL,155714177.0,['Unknown']
kadena,kda,Kadena,155700459.0,['Unknown']
usual,usual,Usual,155681166.0,['Unknown']
neiro-3,neiro,Neiro,155496393.0,['Unknown']
terra-luna-2,luna,Terra,154149910.0,['Unknown']
ontology,ont,Ontology,153240969.0,['Unknown']
band-protocol,band,Band Protocol,153052146.0,['Unknown']
bitkub-coin,kub,Bitkub Coin,152927457.0,['Unknown']
agentfun-ai,agentfun,AgentFun.AI,152534917.0,['Unknown']
world-mobile-token,wmtx,World Mobile Token,150210842.0,['Unknown']
sushi,sushi,Sushi,149875469.0,['Unknown']
bnb48-club-token,koge,KOGE,149331550.0,['Unknown']
loopring,lrc,Loopring,149307962.0,['Unknown']
nano,xno,Nano,147844329.0,['Unknown']
qubic-network,qubic,Qubic,147195552.0,['Unknown']
nxm,nxm,Nexus Mutual,146719416.0,['Unknown']
lorenzo-stbtc,stbtc,Lorenzo stBTC,146504049.0,['Unknown']
alchemy-pay,ach,Alchemy Pay,145806606.0,['Unknown']
g-token,g,Gravity,144863194.0,['Unknown']
mag7-ssi,mag7.ssi,MAG7.ssi,144223025.0,['Unknown']
biconomy,bico,Biconomy,144205639.0,['Unknown']
swftcoin,swftc,SWFTCOIN,143749550.0,['Unknown']
memecoin-2,meme,Memecoin,143374116.0,['Unknown']
coinex-token,cet,CoinEx,142442884.0,['Unknown']
waves,waves,Waves,142291270.0,['Unknown']
frax-share,fxs,Frax Share,141607866.0,['Unknown']
hive,hive,Hive,140723948.0,['Unknown']
cow-protocol,cow,CoW Protocol,138875208.0,['Unknown']
btse-token,btse,BTSE Token,138579349.0,['Unknown']
metis-token,metis,Metis,137892346.0,['Unknown']
aevo-exchange,aevo,Aevo,137472722.0,['Unknown']
manta-network,manta,Manta Network,137116937.0,['Unknown']
swipe,sxp,Solar,136815541.0,['Unknown']
avail,avail,Avail,136159629.0,['Unknown']
m2-global-wealth-limited-mmx,mmx,MMX,136053549.0,['Unknown']
anime,anime,Animecoin,135594078.0,['Unknown']
myshell,shell,MyShell,134888013.0,['Unknown']
clearpool,cpool,Clearpool,134648543.0,['Unknown']
tensor,tnsr,Tensor,134436469.0,['Unknown']
reserve-protocol-eth-plus,eth+,ETHPlus,134086642.0,['Unknown']
rocket-pool,rpl,Rocket Pool,133951260.0,['Unknown']
coti,coti,COTI,133280865.0,['Unknown']
ripple-usd,rlusd,Ripple USD,132330583.0,['Unknown']
proton,xpr,XPR Network,132072793.0,['Unknown']
kinesis-gold,kau,Kinesis Gold,131969627.0,['Unknown']
digibyte,dgb,DigiByte,130895544.0,['Unknown']
b3,b3,B3 (Base),130741214.0,['Unknown']
zelcash,flux,Flux,130344145.0,['Unknown']
stasis-eurs,eurs,STASIS EURO,129748860.0,['Unknown']
book-of-meme,bome,BOOK OF MEME,129420280.0,['Unknown']
zignaly,zig,ZIGChain,129377654.0,['Unknown']
zeus-network,zeus,Zeus Network,129069750.0,['Unknown']
illuvium,ilv,Illuvium,129041527.0,['Unknown']
cronos-bridged-usdc-cronos,usdc,Cronos Bridged USDC (Cronos),128874182.0,['Unknown']
melania-meme,melania,Melania Meme,128584904.0,['Unknown']
blockv,vee,BLOCKv,127063607.0,['Unknown']
adventure-gold,agld,Adventure Gold,124841662.0,['Unknown']
polyhedra-network,zkj,Polyhedra Network,124509850.0,['Unknown']
compound-ether,ceth,cETH,123984512.0,['Unknown']
supra,supra,Supra,123946736.0,['Unknown']
global-commercial-business,gcb,Global Commercial Business,123783243.0,['Unknown']
icon,icx,ICON,123552278.0,['Unknown']
hamster-kombat,hmstr,Hamster Kombat,123547321.0,['Unknown']
uma,uma,UMA,123442355.0,['Unknown']
nkyc-token,nkyc,NKYC Token,121179638.0,['Unknown']
solo-coin,solo,Sologenic,120597089.0,['Unknown']
altlayer,alt,AltLayer,119196606.0,['Unknown']
zano,zano,Zano,118837464.0,['Unknown']
velo,velo,Velo,118728960.0,['Unknown']
spell-token,spell,Spell,118721978.0,['Unknown']
prometeus,prom,Prom,118197541.0,['Unknown']
euro-coin,eurc,EURC,117820039.0,['Unknown']
global-dollar,usdg,Global Dollar,117629438.0,['Unknown']
venus,xvs,Venus,117584586.0,['Unknown']
paal-ai,paal,PAAL AI,117083944.0,['Unknown']
crypto-trading-fund,ctf,Crypto Trading Fund,117007603.0,['Unknown']
kinesis-silver,kag,Kinesis Silver,116666279.0,['Unknown']
venom,venom,Venom,115640052.0,['Unknown']
aleo,aleo,ALEO,115458663.0,['Unknown']
ecoin-2,ecoin,Ecoin,115182400.0,['Unknown']
zebec-network,zbcn,Zebec Network,114699693.0,['Unknown']
across-protocol,acx,Across Protocol,114690582.0,['Unknown']
polygon-pos-bridged-dai-polygon-pos,dai,Polygon PoS Bridged DAI (Polygon POS),114336863.0,['Unknown']
bonfida,fida,Solana Name Service,113911153.0,['Unknown']
audius,audio,Audius,113744862.0,['Unknown']
space-id,id,SPACE ID,113282836.0,['Unknown']
pha,pha,PHALA,113229457.0,['Unknown']
bybit-staked-sol,bbsol,Bybit Staked SOL,112002173.0,['Unknown']
realtoken-ecosystem-governance,reg,RealToken Ecosystem Governance,111349844.0,['Unknown']
status,snt,Status,111174760.0,['Unknown']
lisk,lsk,Lisk,110898185.0,['Unknown']
usd-coin-ethereum-bridged,usdc.e,Arbitrum Bridged USDC (Arbitrum),110495550.0,['Unknown']
moonbeam,glmr,Moonbeam,109990813.0,['Unknown']
deso,deso,Decentralized Social,109817449.0,['Unknown']
big-time,bigtime,Big Time,109605701.0,['Unknown']
venice-token,vvv,Venice Token,108304912.0,['Unknown']
l2-standard-bridged-weth-blast,weth,L2 Standard Bridged WETH (Blast),108155483.0,['Unknown']
sonic-svm,sonic,Sonic SVM,107961569.0,['Unknown']
uxd-protocol-token,uxp,UXD Protocol,107631627.0,['Unknown']
hashkey-ecopoints,hsk,HashKey Platform Token,106921347.0,['Unknown']
steakhouse-usdc-morpho-vault,steakusdc,Steakhouse USDC Morpho Vault,106266965.0,['Unknown']
bora,bora,BORA,106200231.0,['Unknown']
chaingpt,cgpt,ChainGPT,105720668.0,['Unknown']
everipedia,iq,IQ,105651108.0,['Unknown']
balancer,bal,Balancer,105435764.0,['Unknown']
oec-token,okt,OKT Chain,105387292.0,['Unknown']
orbs,orbs,Orbs,104423483.0,['Unknown']
scroll,scr,Scroll,104414700.0,['Unknown']
solayer-staked-sol,ssol,Solayer Staked SOL,104300323.0,['Unknown']
blast,blast,Blast,104263192.0,['Unknown']
anzen-usdz,usdz,Anzen USDz,103927778.0,['Unknown']
wax,waxp,WAX,103884511.0,['Unknown']
autonomi,ant,Autonomi,103789479.0,['Unknown']
resolv-rlp,rlp,Resolv RLP,103685496.0,['Unknown']
stratis,strax,Stratis,103048129.0,['Unknown']
eutbl,eutbl,Spiko EU T-Bills Money Market Fund,102710968.0,['Unknown']
constitutiondao,people,ConstitutionDAO,102658700.0,['Unknown']
delysium,agi,Delysium,102634240.0,['Unknown']
geodnet,geod,Geodnet,102169884.0,['Unknown']
dymension,dym,Dymension,101925522.0,['Unknown']
peaq-2,peaq,peaq,101563098.0,['Unknown']
euler,eul,Euler,101555402.0,['Unknown']
dkargo,dka,dKargo,101451528.0,['Unknown']
power-ledger,powr,Powerledger,101267395.0,['Unknown']
ampleforth,ampl,Ampleforth,101178117.0,['Unknown']
ong,ong,Ontology Gas,100577768.0,['Unknown']
taiko,taiko,Taiko,100127074.0,['Unknown']
chromaway,chr,Chromia,99726525.0,['Unknown']
radix,xrd,Radix,99382860.0,['Unknown']
heyanon,anon,Hey Anon,98788306.0,['Unknown']
iostoken,iost,IOST,97626462.0,['Unknown']
marlin,pond,Marlin,97249992.0,['Unknown']
syrup,syrup,Maple Finance,97008302.0,['Unknown']
zircuit,zrc,Zircuit,95005099.0,['Unknown']
astherus-usdf,usdf,Astherus USDF,94768914.0,['Unknown']
sathosi-airlines-token,jet,Satoshi Airline,94244630.0,['Unknown']
l2-standard-bridged-frxusd,frxusd,L2 Standard Bridged frxUSD,94231644.0,['Unknown']
tellor,trb,Tellor Tributes,94098850.0,['Unknown']
auction,auction,Bounce,92855614.0,['Unknown']
orca,orca,Orca,92676092.0,['Unknown']
kamino,kmno,Kamino,92543800.0,['Unknown']
goatseus-maximus,goat,Goatseus Maximus,92473663.0,['Unknown']
mass-vehicle-ledger,mvl,MVL,92143897.0,['Unknown']
yield-guild-games,ygg,Yield Guild Games,91780109.0,['Unknown']
civic,cvc,Civic,91511411.0,['Unknown']
verge,xvg,Verge,91364885.0,['Unknown']
moonwell-artemis,well,Moonwell,91298132.0,['Unknown']
gama-coin,gama,GAMA Coin,91198727.0,['Unknown']
nosana,nos,Nosana,90270441.0,['Unknown']
xai-blockchain,xai,Xai,90207642.0,['Unknown']
fartboy,$fartboy,Fartboy,90052535.0,['Unknown']
pundi-x-2,pundix,Pundi X,89593439.0,['Unknown']
arcblock,abt,Arcblock,89501660.0,['Unknown']
dogs-2,dogs,Dogs,89461135.0,['Unknown']
tokenlon,lon,Tokenlon,89170153.0,['Unknown']
iagon,iag,Iagon,88460080.0,['Unknown']
zentry,zent,Zentry,88397986.0,['Unknown']
cronos-bridged-usdt-cronos,usdt,Cronos Bridged USDT (Cronos),87668832.0,['Unknown']
singularitynet,agix,SingularityNET,87482802.0,['Unknown']
humans-ai,heart,Humans.ai,87345252.0,['Unknown']
bitmart-token,bmx,BitMart,87337117.0,['Unknown']
mythos,myth,Mythos,87189073.0,['Unknown']
vvs-finance,vvs,VVS Finance,87067459.0,['Unknown']
iexec-rlc,rlc,iExec RLC,86885337.0,['Unknown']
temple,temple,TempleDAO,86573305.0,['Unknown']
api3,api3,API3,86302161.0,['Unknown']
sbtc-2,sbtc,sBTC,86023351.0,['Unknown']
acet-token,act,Acet,85729104.0,['Unknown']
liquity,lqty,Liquity,84743504.0,['Unknown']
dogelon-mars,elon,Dogelon Mars,84685069.0,['Unknown']
bella-protocol,bel,Bella Protocol,84685056.0,['Unknown']
crvusd,crvusd,crvUSD,84542033.0,['Unknown']
smooth-love-potion,slp,Smooth Love Potion,84341122.0,['Unknown']
huobi-token,ht,Huobi,83642835.0,['Unknown']
coreum,coreum,Coreum,83558975.0,['Unknown']
dodo,dodo,DODO,83520281.0,['Unknown']
request-network,req,Request,83394020.0,['Unknown']
o-intelligence-coin,oi,O Intelligence Coin,83252904.0,['Unknown']
goldfinch,gfi,Goldfinch,83113348.0,['Unknown']
milk-alliance,mlk,MiL.k Alliance,83073844.0,['Unknown']
terrausd,ustc,TerraClassicUSD,83037592.0,['Unknown']
l2-standard-bridged-weth-optimism,weth,L2 Standard Bridged WETH (Optimism),83011930.0,['Unknown']
kelp-gain,ageth,Kelp Gain,82826490.0,['Unknown']
joe,joe,JOE,82431192.0,['Unknown']
astherus-staked-bnb,asbnb,Astherus Staked BNB,82329939.0,['Unknown']
songbird,sgb,Songbird,82149660.0,['Unknown']
metfi-2,metfi,MetFi,81760491.0,['Unknown']
aurora-near,aurora,Aurora,81636072.0,['Unknown']
dent,dent,Dent,81631412.0,['Unknown']
infinitar-governance-token,igt,Infinitar Governance Token,81589713.0,['Unknown']
centrifuge,cfg,Centrifuge,81264598.0,['Unknown']
paxos-standard,usdp,Pax Dollar,80589912.0,['Unknown']
aventis-ai,aai,Aventis AI,80569370.0,['Unknown']
wink-3,wink,Wink,80426068.0,['Unknown']
ecomi,omi,ECOMI,80028877.0,['Unknown']
test-3,tst,Test,79963228.0,['Unknown']
pinlink,pin,PinLink,79936122.0,['Unknown']
ignition-fbtc,fbtc,Function ƒBTC,79798793.0,['Unknown']
numeraire,nmr,Numeraire,79457057.0,['Unknown']
0x0-ai-ai-smart-contract,0x0,0x0.ai: AI Smart Contract,79436635.0,['Unknown']
omni-network,omni,Omni Network,79027396.0,['Unknown']
usualx,usualx,USUALx,78956170.0,['Unknown']
harrypotterobamasonic10in,bitcoin,HarryPotterObamaSonic10Inu (ETH),78850062.0,['Unknown']
optimism-bridged-wbtc-optimism,wbtc,Optimism Bridged WBTC (Optimism),78344824.0,['Unknown']
pay-coin,pci,Paycoin,78281775.0,['Unknown']
messier,m87,MESSIER,77762287.0,['Unknown']
puff-the-dragon,puff,Puff The Dragon,77519487.0,['Unknown']
usdt0,usdt0,USDT0,77512153.0,['Unknown']
frax-usd,frxusd,Frax USD,77425684.0,['Unknown']
cetus-protocol,cetus,Cetus Protocol,76532819.0,['Unknown']
carv,carv,CARV,76505157.0,['Unknown']
steem,steem,Steem,76430219.0,['Unknown']
cookie,cookie,Cookie DAO,76351041.0,['Unknown']
netmind-token,nmt,NetMind Token,76029913.0,['Unknown']
cartesi,ctsi,Cartesi,75666015.0,['Unknown']
origin-ether,oeth,Origin Ether,75570603.0,['Unknown']
victoria-vr,vr,Victoria VR,75509145.0,['Unknown']
coin98,c98,Coin98,75401695.0,['Unknown']
vanar-chain,vanry,Vanar Chain,74681600.0,['Unknown']
dforce-token,df,dForce,74472303.0,['Unknown']
medibloc,med,Medibloc,74282897.0,['Unknown']
fwog,fwog,Fwog,74175729.0,['Unknown']
pixer-eternity,pxt,Pixer Eternity,73511414.0,['Unknown']
ark,ark,ARK,73214058.0,['Unknown']
metal,mtl,Metal DAO,73094221.0,['Unknown']
ssv-network,ssv,SSV Network,72915518.0,['Unknown']
tars-protocol,tai,TARS AI,72797811.0,['Unknown']
access-protocol,acs,Access Protocol,72433198.0,['Unknown']
eggs-finance,eggs,Eggs Finance,72372474.0,['Unknown']
watcoin-2,watc,WATCoin,71910264.0,['Unknown']
mines-of-dalarnia,dar,Mines of Dalarnia,71861960.0,['Unknown']
autonolas,olas,Autonolas,71111507.0,['Unknown']
crypto-ai-robo,cair,Crypto-AI-Robo,70922584.0,['Unknown']
non-playable-coin,npc,Non-Playable Coin,70551397.0,['Unknown']
bitdca,bdca,BitDCA,70040574.0,['Unknown']
staked-frax,sfrax,Staked FRAX,69834163.0,['Unknown']
axondao-governance-token,axgt,AxonDAO Governance Token,69639055.0,['Unknown']
degen-base,degen,Degen,69595973.0,['Unknown']
solend,slnd,Solend,69360419.0,['Unknown']
ponke,ponke,PONKE,69311390.0,['Unknown']
gamebuild,game,GameBuild,68826891.0,['Unknown']
renzo-restaked-sol,ezsol,Renzo Restaked SOL,68420677.0,['Unknown']
cobak-token,cbk,Cobak,68129177.0,['Unknown']
bitcoin-gold,btg,Bitcoin Gold,67977161.0,['Unknown']
tokenbot-2,clanker,tokenbot,67650252.0,['Unknown']
bridged-wrapped-steth-gnosis,wsteth,Bridged Wrapped stETH (Gnosis),67554753.0,['Unknown']
celer-network,celr,Celer Network,67503581.0,['Unknown']
bitget-wallet-token,bwb,Bitget Wallet Token,67182897.0,['Unknown']
moonriver,movr,Moonriver,67181534.0,['Unknown']
kyber-network-crystal,knc,Kyber Network Crystal,66924333.0,['Unknown']
simon-s-cat,cat,Simon's Cat,66857422.0,['Unknown']
ardor,ardr,Ardor,66738371.0,['Unknown']
ergo,erg,Ergo,66591163.0,['Unknown']
renzo-restaked-lst,pzeth,Renzo Restaked LST,66461578.0,['Unknown']
spiko-us-t-bills-money-market-fund,ustbl,Spiko US T-Bills Money Market Fund,66267274.0,['Unknown']
wilder-world,wild,Wilder World,65917160.0,['Unknown']
stronghold-token,shx,Stronghold,65447782.0,['Unknown']
tokamak-network,ton,Tokamak Network,65437219.0,['Unknown']
layerzero-bridged-weeth-swellchain,weeth,Layerzero Bridged weETH (Swellchain),65169325.0,['Unknown']
qanplatform,qanx,QANplatform,64941946.0,['Unknown']
badger-dao,badger,Badger,64894365.0,['Unknown']
secret,scrt,Secret,64839664.0,['Unknown']
bone-shibaswap,bone,Bone ShibaSwap,64712398.0,['Unknown']
wink,win,WINkLink,64705163.0,['Unknown']
forta,fort,Forta,64650046.0,['Unknown']
synapse-2,syn,Synapse,64552774.0,['Unknown']
bouncebit,bb,BounceBit,64392193.0,['Unknown']
cortex-2,cx,Cortex,64072758.0,['Unknown']
bit2me,b2m,Bit2Me,63897863.0,['Unknown']
magic,magic,Treasure,63816320.0,['Unknown']
devve,devve,DevvE,63692524.0,['Unknown']
alethea-artificial-liquid-intelligence-token,ali,Artificial Liquid Intelligence,63610199.0,['Unknown']
usdx,usdx,USDX,63147561.0,['Unknown']
jumbo-blockchain,jnftc,Jumbo Blockchain,62914237.0,['Unknown']
trufin-staked-apt,truapt,TruFin Staked APT,62846836.0,['Unknown']
apex-token-2,apex,ApeX,61032158.0,['Unknown']
banana-gun,banana,Banana Gun,60828822.0,['Unknown']
dusk-network,dusk,DUSK,60623568.0,['Unknown']
unicorn-fart-dust,ufd,Unicorn Fart Dust,60534163.0,['Unknown']
pepecoin-2,pepecoin,PepeCoin,60306548.0,['Unknown']
comedian,ban,Comedian,60177065.0,['Unknown']
