id,symbol,name,market_cap,categories
centrifuge,cfg,Centrifuge,82166037.0,[]
dent,dent,Dent,82125305.0,[]
metfi-2,metfi,MetFi,81717478.0,[]
huobi-token,ht,Huobi,81536194.0,[]
songbird,sgb,Songbird,81331697.0,[]
ignition-fbtc,fbtc,Function ƒBTC,80712804.0,[]
paxos-standard,usdp,Pax Dollar,80583899.0,[]
aurora-near,aurora,Aurora,80551427.0,[]
pinlink,pin,PinLink,80445432.0,[]
ecomi,omi,ECOMI,80422880.0,[]
numeraire,nmr,Numeraire,80123580.0,[]
omni-network,omni,Omni Network,79896791.0,[]
messier,m87,MESSIER,79826161.0,[]
harrypotterobamasonic10in,bitcoin,HarryPotterObamaSonic10Inu (ETH),79666253.0,[]
0x0-ai-ai-smart-contract,0x0,0x0.ai: AI Smart Contract,79466911.0,[]
usualx,usualx,USUALx,78976628.0,[]
optimism-bridged-wbtc-optimism,wbtc,Optimism Bridged WBTC (Optimism),78716509.0,[]
puff-the-dragon,puff,Puff The Dragon,77931484.0,[]
cookie,cookie,Cookie DAO,77541364.0,[]
pay-coin,pci,Paycoin,77481093.0,[]
frax-usd,frxusd,Frax USD,77423895.0,[]
usdt0,usdt0,USDT0,77405099.0,[]
cetus-protocol,cetus,Cetus Protocol,77284173.0,[]
carv,carv,CARV,77056344.0,[]
steem,steem,Steem,76853494.0,[]
origin-ether,oeth,Origin Ether,76543660.0,[]
cartesi,ctsi,Cartesi,76083214.0,[]
victoria-vr,vr,Victoria VR,75947286.0,[]
coin98,c98,Coin98,75797463.0,[]
netmind-token,nmt,NetMind Token,75697165.0,[]
aventis-ai,aai,Aventis AI,75575756.0,[]
vanar-chain,vanry,Vanar Chain,75370694.0,[]
medibloc,med,Medibloc,74590297.0,[]
fwog,fwog,Fwog,74369333.0,[]
dforce-token,df,dForce,74329628.0,[]
eggs-finance,eggs,Eggs Finance,73707170.0,[]
ark,ark,ARK,73571863.0,[]
metal,mtl,Metal DAO,73524807.0,[]
ssv-network,ssv,SSV Network,73369413.0,[]
pixer-eternity,pxt,Pixer Eternity,73080072.0,[]
tars-protocol,tai,TARS AI,72848422.0,[]
access-protocol,acs,Access Protocol,72522500.0,[]
watcoin-2,watc,WATCoin,72266976.0,[]
mines-of-dalarnia,dar,Mines of Dalarnia,72107094.0,[]
autonolas,olas,Autonolas,71280063.0,[]
ponke,ponke,PONKE,71026369.0,[]
degen-base,degen,Degen,70673366.0,[]
non-playable-coin,npc,Non-Playable Coin,70628015.0,[]
staked-frax,sfrax,Staked FRAX,70043585.0,[]
axondao-governance-token,axgt,AxonDAO Governance Token,69743210.0,[]
solend,slnd,Solend,69360419.0,[]
renzo-restaked-sol,ezsol,Renzo Restaked SOL,69207567.0,[]
gamebuild,game,GameBuild,69031800.0,[]
bridged-wrapped-steth-gnosis,wsteth,Bridged Wrapped stETH (Gnosis),68887895.0,[]
cobak-token,cbk,Cobak,68793567.0,[]
ardor,ardr,Ardor,68293152.0,[]
tokenbot-2,clanker,tokenbot,68238114.0,[]
bitcoin-gold,btg,Bitcoin Gold,68120166.0,[]
celer-network,celr,Celer Network,67643180.0,[]
qanplatform,qanx,QANplatform,67559292.0,[]
simon-s-cat,cat,Simon's Cat,67433426.0,[]
moonriver,movr,Moonriver,67395158.0,[]
wilder-world,wild,Wilder World,67368118.0,[]
renzo-restaked-lst,pzeth,Renzo Restaked LST,67276480.0,[]
forta,fort,Forta,67220492.0,[]
bitget-wallet-token,bwb,Bitget Wallet Token,67182897.0,[]
kyber-network-crystal,knc,Kyber Network Crystal,67098441.0,[]
ergo,erg,Ergo,66840794.0,[]
spiko-us-t-bills-money-market-fund,ustbl,Spiko US T-Bills Money Market Fund,66267274.0,[]
stronghold-token,shx,Stronghold,66107035.0,[]
tokamak-network,ton,Tokamak Network,65611286.0,[]
layerzero-bridged-weeth-swellchain,weeth,Layerzero Bridged weETH (Swellchain),65169325.0,[]
synapse-2,syn,Synapse,65071856.0,[]
devve,devve,DevvE,65024454.0,[]
secret,scrt,Secret,64933943.0,[]
bouncebit,bb,BounceBit,64892466.0,[]
badger-dao,badger,Badger,64889964.0,[]
cortex-2,cx,Cortex,64865360.0,[]
bone-shibaswap,bone,Bone ShibaSwap,64720979.0,[]
magic,magic,Treasure,64576545.0,[]
bit2me,b2m,Bit2Me,64162450.0,[]
wink,win,WINkLink,64031495.0,[]
alethea-artificial-liquid-intelligence-token,ali,Artificial Liquid Intelligence,64024197.0,[]
usdx,usdx,USDX,63416912.0,[]
bitdca,bdca,BitDCA,63320253.0,[]
jumbo-blockchain,jnftc,Jumbo Blockchain,63073264.0,[]
trufin-staked-apt,truapt,TruFin Staked APT,62846836.0,[]
banana-gun,banana,Banana Gun,61427731.0,[]
apex-token-2,apex,ApeX,61243354.0,[]
dusk-network,dusk,DUSK,61218237.0,[]
unicorn-fart-dust,ufd,Unicorn Fart Dust,61037776.0,[]
comedian,ban,Comedian,60908226.0,[]
pepecoin-2,pepecoin,PepeCoin,60459286.0,[]
avalon-2,avl,Avalon,60269566.0,[]
binance-usd,busd,BUSD,60007506.0,[]
certik,ctk,Shentu,59839644.0,[]
ocean-protocol,ocean,Ocean Protocol,59822682.0,[]
ski-mask-dog,ski,Ski Mask Dog,59667336.0,[]
my-neighbor-alice,alice,My Neighbor Alice,59409775.0,[]
bridged-usd-coin-optimism,usdc.e,Standard Bridged USDC.e (Optimism),59083325.0,[]
smardex,sdex,SmarDex,58940013.0,[]
swarms,swarms,Swarms,58884914.0,[]
solv-protocol,solv,Solv Protocol,58724047.0,[]
hunt-token,hunt,Hunt,58582759.0,[]
solidus-aitech,aitech,Solidus Ai Tech,57952144.0,[]
edu-coin,edu,Open Campus,57757324.0,[]
general-layer-btc,gl-btc,General-Layer BTC,57703414.0,[]
boba-network,boba,Boba Network,57684790.0,[]
saga-2,saga,Saga,57680361.0,[]
loom-network-new,loom,Loom Network (NEW),57658635.0,[]
quark-chain,qkc,QuarkChain,57608767.0,[]
ufo-token,ufo,UFO Token,57538852.0,[]
metal-blockchain,metal,Metal Blockchain,57346460.0,[]
osaka-protocol,osak,Osaka Protocol,57343132.0,[]
undeads-games,uds,Undeads Games,57342633.0,[]
purr-2,purr,Purr,57176434.0,[]
edge,edge,Edge,57063906.0,[]
moo-deng,moodeng,Moo Deng,56962642.0,[]
energy-web-token,ewt,Energy Web,56932497.0,[]
h2o-dao,h2o,H2O Dao,56810996.0,[]
lift-dollar,usdl,Lift Dollar,56772874.0,[]
dia-data,dia,DIA,56535336.0,[]
apu-s-club,apu,Apu Apustaja,56238039.0,[]
silo-finance,silo,Silo Finance,56229853.0,[]
truefi,tru,TrueFi,56135485.0,[]
hifi-finance,hifi,Hifi Finance,56107169.0,[]
cyberconnect,cyber,CYBER,56092469.0,[]
ronin-bridged-weth-ronin,weth,Ronin Bridged WETH (Ronin),55973112.0,[]
avalanche-bridged-weth-avalanche,weth,Avalanche Bridged WETH (Avalanche),55822073.0,[]
corgiai,corgiai,CorgiAI,55670076.0,[]
oraichain-token,orai,Oraichain,55659686.0,[]
magic-internet-money,mim,Magic Internet Money (Ethereum),55417808.0,[]
seedify-fund,sfund,Seedify.fund,55283728.0,[]
vicicoin,vcnt,ViciCoin,55127172.0,[]
susda,susda,sUSDa,54780353.0,[]
velodrome-finance,velo,Velodrome Finance,54687996.0,[]
fuel-network,fuel,Fuel Network,54478045.0,[]
anvil,anvl,Anvil,54055145.0,[]
acala,aca,Acala,53908995.0,[]
broccoli-3,broccoli,Broccoli,53731567.0,[]
liquity-usd,lusd,Liquity USD,53526234.0,[]
alephium,alph,Alephium,53451387.0,[]
gemini-dollar,gusd,Gemini Dollar,53037195.0,[]
insure,sure,inSure DeFi,52802346.0,[]
islamic-coin,islm,Islamic Coin,52595630.0,[]
griffain,griffain,GRIFFAIN,52494345.0,[]
morphware,xmw,Morphware,52225398.0,[]
bancor,bnt,Bancor Network,52193520.0,[]
fimarkcoin-com,fmc,Fimarkcoin.com,52094129.0,[]
morpheusai,mor,MorpheusAI,51973130.0,[]
nym,nym,Nym,51624612.0,[]
bakerytoken,bake,BakerySwap,51600389.0,[]
sygnum-fiusd-liquidity-fund,fiusd,Sygnum FIUSD Liquidity Fund,51565297.0,[]
zksync-bridged-usdc-zksync,usdc,zkSync Bridged USDC (zkSync),51547601.0,[]
chainflip,flip,Chainflip,51511769.0,[]
polyswarm,nct,PolySwarm,51432979.0,[]
orchid-protocol,oxt,Orchid Protocol,51415303.0,[]
stargate-finance,stg,Stargate Finance,51378759.0,[]
humanscape,hpo,Hippocrat,51201699.0,[]
dola-usd,dola,DOLA,51167948.0,[]
compound-usd-coin,cusdc,cUSDC,51162981.0,[]
keep-network,keep,Keep Network,51074532.0,[]
saasgo,saas,SaaSGo,50800362.0,[]
universal-eth,unieth,Universal ETH,50774660.0,[]
bifrost,bfc,Bifrost,50608803.0,[]
altura,alu,Altura,50584760.0,[]
strike,strike,Strike,50503197.0,[]
milady-cult-coin,cult,Milady Cult Coin,50076834.0,[]
taraxa,tara,Taraxa,49603535.0,[]
dar-open-network,d,Dar Open Network,49406602.0,[]
maple,mpl,Maple,49361117.0,[]
rif-token,rif,RSK Infrastructure Framework,48972776.0,[]
propy,pro,Propy,48879374.0,[]
aleph-zero,azero,Aleph Zero,48850244.0,[]
syscoin,sys,Syscoin,48697089.0,[]
gains-network,gns,Gains Network,48651841.0,[]
neutron-3,ntrn,Neutron,48410151.0,[]
usd,usd+,Overnight.fi USD+,48145021.0,[]
origin-protocol,ogn,Origin Token,48110507.0,[]
ai-analysis-token,aiat,AI Analysis Token,48000230.0,[]
mountain-protocol-usdm,usdm,Mountain Protocol USD,47966149.0,[]
andy-the-wisguy,andy,ANDY ETH,47921624.0,[]
sweatcoin,sweat,Sweat Economy,47845143.0,[]
uquid-coin,uqc,Uquid Coin,47710238.0,[]
dao-maker,dao,DAO Maker,47685804.0,[]
hooked-protocol,hook,Hooked Protocol,47527382.0,[]
suilend,send,Suilend,47524525.0,[]
sundog,sundog,Sundog,47374826.0,[]
shuffle-2,shfl,Shuffle,47272039.0,[]
berachain-staked-eth,beraeth,Berachain Staked ETH,47208053.0,[]
sosovalue,soso,SoSoValue,47190246.0,[]
neuralai,neural,NEURALAI,47085155.0,[]
storj,storj,Storj,47063794.0,[]
coq-inu,coq,Coq Inu,46966062.0,[]
sally-a1c,a1c,Sally A1C,46654349.0,[]
usd-coin-avalanche-bridged-usdc-e,usdc.e,Avalanche Bridged USDC (Avalanche),46583153.0,[]
hashflow,hft,Hashflow,46461222.0,[]
endurance,ace,Fusionist,46339148.0,[]
superrare,rare,SuperRare,46311752.0,[]
moviebloc,mbl,MovieBloc,46200034.0,[]
benqi,qi,BENQI,46084811.0,[]
trufin-staked-matic,trumatic,TruFin Staked MATIC,45942959.0,[]
picoin,𝜫,PiCoin,45928510.0,[]
gods-unchained,gods,Gods Unchained,45853776.0,[]
level-usd,lvlusd,Level USD,45651146.0,[]
mobox,mbox,Mobox,45620663.0,[]
covalent-x-token,cxt,Covalent X Token,45120737.0,[]
radio-caca,raca,Radio Caca,44982196.0,[]
ava-ai,ava,Ava AI,44753852.0,[]
sudeng,hippo,sudeng,44647810.0,[]
wrapped-nxm,wnxm,Wrapped NXM,44615391.0,[]
moonwell-flagship-eth-morpho-vault,mweth,Moonwell Flagship ETH (Morpho Vault),44600775.0,[]
tajir-tech-hub,tjrm,Tajir Tech Hub,44549233.0,[]
elastos,ela,Elastos,44237676.0,[]
nfprompt-token,nfp,NFPrompt,44150856.0,[]
binance-peg-avalanche,avax,Binance-Peg Avalanche,43979842.0,[]
thala-apt,thapt,Thala APT,43932661.0,[]
storm,stmx,StormX,43810837.0,[]
saucerswap,sauce,SaucerSwap,43653221.0,[]
nodeai,gpu,NodeAI,43490564.0,[]
marblex,mbx,MARBLEX,43462511.0,[]
merlin-chain,merl,Merlin Chain,43320620.0,[]
cronos-bridged-wbtc-cronos,wbtc,Cronos Bridged WBTC (Cronos),43312618.0,[]
ekubo-protocol,ekubo,Ekubo Protocol,43308303.0,[]
societe-generale-forge-eurcv,eurcv,EUR CoinVertible,43298148.0,[]
pepe-unchained,pepu,Pepe Unchained,43289989.0,[]
nkn,nkn,NKN,43008946.0,[]
stonks-5,stonks,STONKS,42839760.0,[]
helium-mobile,mobile,Helium Mobile,42783865.0,[]
avalanche-old-bridged-wbtc-avalanche,wbtc,Avalanche Bridged WBTC (Avalanche),42768957.0,[]
dogeai-2,$dogeai,DOGEai,42626467.0,[]
zedxion,zedxion,Zedxion,42517044.0,[]
quorium,qgold,Quorium,239928042.0,[]
tribe-2,tribe,Tribe,238633648.0,[]
popcat,popcat,Popcat,238407369.0,[]
arkham,arkm,Arkham,235138904.0,[]
turbo,turbo,Turbo,231654413.0,[]
mocaverse,moca,Moca Network,228520041.0,[]
chia,xch,Chia,227435478.0,[]
staked-frax-ether,sfrxeth,Staked Frax Ether,223389132.0,[]
stp-network,stpt,STP,222834275.0,[]
usda-2,usda,USDa,222416576.0,[]
celo,celo,Celo,222024075.0,[]
gas,gas,Gas,221265944.0,[]
mask-network,mask,Mask Network,219879441.0,[]
ai-companions,aic,AI Companions,215755596.0,[]
cat-in-a-dogs-world,mew,cat in a dogs world,215483191.0,[]
ether-fi,ethfi,Ether.fi,214321152.0,[]
zetachain,zeta,ZetaChain,213347520.0,[]
swissborg,borg,SwissBorg,212245421.0,[]
osmosis,osmo,Osmosis,212047291.0,[]
ai-rig-complex,arc,AI Rig Complex,209064715.0,[]
siacoin,sc,Siacoin,208583561.0,[]
gho,gho,GHO,208086130.0,[]
toshi,toshi,Toshi,207613054.0,[]
zencash,zen,Horizen,207442741.0,[]
ankr,ankr,Ankr Network,207272587.0,[]
bio-protocol,bio,Bio Protocol,206371300.0,[]
benqi-liquid-staked-avax,savax,BENQI Liquid Staked AVAX,205670631.0,[]
woo-network,woo,WOO,203876305.0,[]
decred,dcr,Decred,203850314.0,[]
enjincoin,enj,Enjin Coin,201315725.0,[]
drift-protocol,drift,Drift Protocol,200673439.0,[]
usdd,usdd,USDD,200624513.0,[]
ravencoin,rvn,Ravencoin,199671608.0,[]
uxlink,uxlink,UXLINK,198762134.0,[]
origintrail,trac,OriginTrail,198181500.0,[]
threshold-network-token,t,Threshold Network,198179367.0,[]
bridged-wrapped-ether-starkgate,eth,Bridged Ether (StarkGate),197541442.0,[]
act-i-the-ai-prophecy,act,Act I The AI Prophecy,196108330.0,[]
aelf,elf,aelf,195337284.0,[]
lcx,lcx,LCX,193379930.0,[]
dog-go-to-the-moon-rune,dog,Dog (Bitcoin),190036191.0,[]
gigachad-2,giga,Gigachad,188491248.0,[]
resolv-wstusr,wstusr,Resolv wstUSR,188135259.0,[]
apf-coin,apfc,APF coin,187780248.0,[]
convex-finance,cvx,Convex Finance,187297403.0,[]
treehouse-eth,teth,Treehouse ETH,187284583.0,[]
polymesh,polyx,Polymesh,186456111.0,[]
abtc,abtc,aBTC,185991712.0,[]
yearn-finance,yfi,yearn.finance,185659098.0,[]
skale,skl,SKALE,184688788.0,[]
ethereum-pow-iou,ethw,EthereumPoW,184221185.0,[]
xyo-network,xyo,XYO Network,183523899.0,[]
ipmb,gpro,GoldPro,183309234.0,[]
metaplex,mplx,Metaplex,182634770.0,[]
solayer,layer,Solayer,181928428.0,[]
von,von,VON,181087736.0,[]
constellation-labs,dag,Constellation,180663548.0,[]
elixir-staked-deusd,sdeusd,Elixir Staked deUSD,179684317.0,[]
nem,xem,NEM,178429690.0,[]
rollbit-coin,rlb,Rollbit Coin,176665272.0,[]
iotex,iotx,IoTeX,176593548.0,[]
gmx,gmx,GMX,176410249.0,[]
harmony,one,Harmony,176403326.0,[]
gmt-token,gomining,GoMining Token,176352375.0,[]
magic-eden,me,Magic Eden,175983960.0,[]
aixbt,aixbt,aixbt by Virtuals,175322380.0,[]
cheems-token,cheems,Cheems Token,173252406.0,[]
io,io,io.net,171862833.0,[]
rcge,$rcge,RCGE,168805259.0,[]
wrapped-beacon-eth,wbeth,Wrapped Beacon ETH,168504852.0,[]
wrapped-ether-mantle-bridge,weth,Wrapped Ether (Mantle Bridge),168410241.0,[]
sun-token,sun,Sun Token,168020016.0,[]
hivemapper,honey,Hivemapper,167622055.0,[]
casper-network,cspr,Casper Network,163256234.0,[]
wrapped-avax,wavax,Wrapped AVAX,162129179.0,[]
freysa-ai,fai,Freysa AI,161947022.0,[]
stepn,gmt,GMT,159889026.0,[]
neiro-3,neiro,Neiro,157884663.0,[]
binance-peg-sol,sol,Binance-Peg SOL,157676069.0,[]
project-galaxy,gal,Galxe,156665238.0,[]
amnis-aptos,amapt,Amnis Aptos,156567550.0,[]
mimblewimblecoin,mwc,MimbleWimbleCoin,156301678.0,[]
terra-luna-2,luna,Terra,156053350.0,[]
agentfun-ai,agentfun,AgentFun.AI,154372961.0,[]
ontology,ont,Ontology,154235819.0,[]
band-protocol,band,Band Protocol,154092542.0,[]
usual,usual,Usual,154064902.0,[]
kadena,kda,Kadena,153931839.0,[]
sushi,sushi,Sushi,152132023.0,[]
world-mobile-token,wmtx,World Mobile Token,152125406.0,[]
bitkub-coin,kub,Bitkub Coin,151226649.0,[]
loopring,lrc,Loopring,149855581.0,[]
bnb48-club-token,koge,KOGE,149734639.0,[]
nxm,nxm,Nexus Mutual,148617538.0,[]
qubic-network,qubic,Qubic,148513341.0,[]
nano,xno,Nano,147685673.0,[]
lorenzo-stbtc,stbtc,Lorenzo stBTC,147325006.0,[]
swftcoin,swftc,SWFTCOIN,147221828.0,[]
alchemy-pay,ach,Alchemy Pay,146399190.0,[]
memecoin-2,meme,Memecoin,144876995.0,[]
g-token,g,Gravity,144660201.0,[]
biconomy,bico,Biconomy,144627749.0,[]
mag7-ssi,mag7.ssi,MAG7.ssi,144445524.0,[]
waves,waves,Waves,142772477.0,[]
frax-share,fxs,Frax Share,141991976.0,[]
coinex-token,cet,CoinEx,141635579.0,[]
hive,hive,Hive,141085812.0,[]
cow-protocol,cow,CoW Protocol,140978358.0,[]
metis-token,metis,Metis,139290503.0,[]
aevo-exchange,aevo,Aevo,138274842.0,[]
swipe,sxp,Solar,138165820.0,[]
manta-network,manta,Manta Network,138001049.0,[]
btse-token,btse,BTSE Token,137590475.0,[]
myshell,shell,MyShell,137153108.0,[]
anime,anime,Animecoin,136945823.0,[]
m2-global-wealth-limited-mmx,mmx,MMX,135827100.0,[]
reserve-protocol-eth-plus,eth+,ETHPlus,135576848.0,[]
clearpool,cpool,Clearpool,134991822.0,[]
avail,avail,Avail,134676696.0,[]
coti,coti,COTI,134610070.0,[]
rocket-pool,rpl,Rocket Pool,134208052.0,[]
tensor,tnsr,Tensor,133989049.0,[]
proton,xpr,XPR Network,133887110.0,[]
b3,b3,B3 (Base),132880612.0,[]
ripple-usd,rlusd,Ripple USD,132445390.0,[]
kinesis-gold,kau,Kinesis Gold,132328338.0,[]
digibyte,dgb,DigiByte,132084620.0,[]
zeus-network,zeus,Zeus Network,131684878.0,[]
zelcash,flux,Flux,131152176.0,[]
book-of-meme,bome,BOOK OF MEME,130576408.0,[]
stasis-eurs,eurs,STASIS EURO,129791895.0,[]
zignaly,zig,ZIGChain,129789914.0,[]
cronos-bridged-usdc-cronos,usdc,Cronos Bridged USDC (Cronos),129652439.0,[]
illuvium,ilv,Illuvium,129628337.0,[]
blockv,vee,BLOCKv,129438437.0,[]
melania-meme,melania,Melania Meme,128703146.0,[]
adventure-gold,agld,Adventure Gold,125557564.0,[]
compound-ether,ceth,cETH,125390425.0,[]
polyhedra-network,zkj,Polyhedra Network,124630813.0,[]
icon,icx,ICON,124516318.0,[]
uma,uma,UMA,124453066.0,[]
global-commercial-business,gcb,Global Commercial Business,124201926.0,[]
hamster-kombat,hmstr,Hamster Kombat,122968594.0,[]
nkyc-token,nkyc,NKYC Token,121530726.0,[]
altlayer,alt,AltLayer,120622772.0,[]
solo-coin,solo,Sologenic,120439127.0,[]
velo,velo,Velo,120072368.0,[]
spell-token,spell,Spell,119773060.0,[]
prometeus,prom,Prom,119120691.0,[]
zano,zano,Zano,118160075.0,[]
paal-ai,paal,PAAL AI,118005932.0,[]
venus,xvs,Venus,117973993.0,[]
supra,supra,Supra,117966033.0,[]
euro-coin,eurc,EURC,117930057.0,[]
global-dollar,usdg,Global Dollar,117619081.0,[]
kinesis-silver,kag,Kinesis Silver,117076474.0,[]
crypto-trading-fund,ctf,Crypto Trading Fund,116303273.0,[]
venom,venom,Venom,115674675.0,[]
aleo,aleo,ALEO,115451424.0,[]
zebec-network,zbcn,Zebec Network,115430921.0,[]
ecoin-2,ecoin,Ecoin,115182400.0,[]
bonfida,fida,Solana Name Service,114984594.0,[]
audius,audio,Audius,114713837.0,[]
space-id,id,SPACE ID,114425807.0,[]
across-protocol,acx,Across Protocol,114398694.0,[]
polygon-pos-bridged-dai-polygon-pos,dai,Polygon PoS Bridged DAI (Polygon POS),114270635.0,[]
pha,pha,PHALA,113694661.0,[]
bybit-staked-sol,bbsol,Bybit Staked SOL,113234890.0,[]
realtoken-ecosystem-governance,reg,RealToken Ecosystem Governance,111685807.0,[]
deso,deso,Decentralized Social,111133740.0,[]
lisk,lsk,Lisk,111046739.0,[]
venice-token,vvv,Venice Token,110732674.0,[]
moonbeam,glmr,Moonbeam,110504342.0,[]
usd-coin-ethereum-bridged,usdc.e,Arbitrum Bridged USDC (Arbitrum),110502991.0,[]
status,snt,Status,110209924.0,[]
